condition,layer,cv_mean,cv_std,mean_margin,control_cv_mean,control_cv_std,control_mean_margin
NEUTRAL_GENERATED,0,0.5447124304267161,0.003774951753130907,0.08942268788814545,0.5609771181199752,0.0032085556914535633,0.12193629890680313
NEUTRAL_GENERATED,1,0.9147186147186147,0.026636890607918066,0.9531731605529785,0.5201401772830344,0.06771122178201557,0.6704145669937134
NEUTRAL_GENERATED,2,0.9167594310451452,0.024889297210528485,0.9561767578125,0.5161616161616162,0.022918844490377257,0.6685185432434082
NEUTRAL_GENERATED,3,0.9228200371057513,0.017496847128537815,0.968176007270813,0.5609152752009894,0.04057385674112786,0.6724827885627747
NEUTRAL_GENERATED,4,0.9228200371057513,0.017496847128537815,0.9527064561843872,0.5731395588538446,0.03187791691631343,0.6961713433265686
NEUTRAL_GENERATED,5,0.9187796330653473,0.021963186637714075,0.972338080406189,0.49391877963306535,0.044708671412939945,0.6511738896369934
NEUTRAL_GENERATED,6,0.9167594310451452,0.024889297210528485,0.9644527435302734,0.5243454957740672,0.040585763345017234,0.6989242434501648
NEUTRAL_GENERATED,7,0.9147392290249433,0.0280931022424439,0.9644461274147034,0.5222634508348794,0.030174936849563856,0.7240674495697021
NEUTRAL_GENERATED,8,0.9126984126984127,0.026604038200995165,0.9655190110206604,0.5283858998144713,0.02233420961205882,0.6882847547531128
NEUTRAL_GENERATED,9,0.9126984126984127,0.026604038200995165,0.970074474811554,0.5303648732220161,0.03407829783004242,0.6414357423782349
NEUTRAL_GENERATED,10,0.9106575963718821,0.02568358919280335,0.960347592830658,0.5263038548752835,0.02882484529690916,0.6384873986244202
NEUTRAL_GENERATED,11,0.9126777983920841,0.02250317579625536,0.9612439274787903,0.5466295609152753,0.040514984471892876,0.6834428310394287
NEUTRAL_GENERATED,12,0.9146980004122861,0.019641507519258482,0.9670178294181824,0.5425685425685425,0.045235933478882454,0.6834254860877991
NEUTRAL_GENERATED,13,0.9126777983920841,0.02250317579625536,0.9582005739212036,0.5264069264069264,0.026468753271151606,0.6616128087043762
NEUTRAL_GENERATED,14,0.9126777983920841,0.02250317579625536,0.960630476474762,0.5304473304473305,0.01844106116598451,0.6472047567367554
NEUTRAL_GENERATED,15,0.9126777983920841,0.020609915013619216,0.956882119178772,0.5324469181612038,0.05212018253716114,0.6723585724830627
NEUTRAL_GENERATED,16,0.9146980004122861,0.019641507519258482,0.9591271877288818,0.540630797773655,0.030053184242923543,0.6685284376144409
NEUTRAL_GENERATED,17,0.9126777983920841,0.02250317579625536,0.9646664261817932,0.5385693671407956,0.041385467443455816,0.6754745244979858
NEUTRAL_GENERATED,18,0.9146980004122861,0.019641507519258482,0.9664663672447205,0.532591218305504,0.03536019981742541,0.6458693146705627
NEUTRAL_GENERATED,19,0.9126777983920841,0.02250317579625536,0.9600469470024109,0.5243661100803958,0.012595594203994738,0.6525505185127258
NEUTRAL_GENERATED,20,0.9126777983920841,0.02250317579625536,0.9563615918159485,0.5161822304679448,0.03109577745676609,0.6728290915489197
NEUTRAL_GENERATED,21,0.9126777983920841,0.02250317579625536,0.954058051109314,0.5365079365079366,0.03714097368567529,0.6666948795318604
NEUTRAL_GENERATED,22,0.9147186147186147,0.02337253287859622,0.9584843516349792,0.5405483405483406,0.04624325144469543,0.7448224425315857
NEUTRAL_GENERATED,23,0.9147186147186147,0.02337253287859622,0.9636495113372803,0.5446918161203875,0.02478201459388219,0.7180958390235901
NEUTRAL_GENERATED,24,0.9187590187590187,0.02007111594281716,0.9650871753692627,0.5445887445887445,0.044179618311660035,0.7383968830108643
