condition,layer,cv_mean,cv_std,mean_margin,control_cv_mean,control_cv_std,control_mean_margin
FULL,0,0.5453944406005294,0.0006285889611019767,0.09078013151884079,0.5443999648556336,0.00036989977225646595,0.08879254013299942
FULL,1,0.9996688741721854,0.0006622516556291202,0.9970142245292664,0.49702096581112104,0.01856541972689763,0.429197758436203
FULL,2,1.0,0.0,0.9983089566230774,0.505622549504135,0.024448955795775287,0.45127713680267334
FULL,3,1.0,0.0,0.9982923269271851,0.5185468902726983,0.017565049607441072,0.4802591800689697
FULL,4,1.0,0.0,0.9989041090011597,0.4920441940408334,0.019573792391071976,0.458596408367157
FULL,5,1.0,0.0,0.9997833371162415,0.5033068652323373,0.018735026131090928,0.3957105278968811
FULL,6,1.0,0.0,0.9995384812355042,0.5079514129133582,0.016856811788891136,0.41351431608200073
FULL,7,1.0,0.0,0.9997472167015076,0.4917125190822927,0.027966172541882214,0.41171714663505554
FULL,8,1.0,0.0,0.9995877146720886,0.49569152032332814,0.013833100925882401,0.414318323135376
FULL,9,1.0,0.0,0.9995039701461792,0.5046302702821435,0.019119022166434206,0.44008755683898926
FULL,10,1.0,0.0,0.9996840953826904,0.49404467727587226,0.014499372307522863,0.4564555883407593
FULL,11,1.0,0.0,0.9994176030158997,0.5125827814569537,0.015283411004314492,0.490550696849823
FULL,12,1.0,0.0,0.9992952346801758,0.5029856237575917,0.008091307290801951,0.5189967155456543
FULL,13,0.9996683250414595,0.0006633499170812574,0.9991400241851807,0.506301824212272,0.01627069072397068,0.5266298651695251
FULL,14,1.0,0.0,0.9994640350341797,0.5135811011169319,0.01639705916698551,0.4709799289703369
FULL,15,0.9986743984272897,0.000662801923741798,0.9991455078125,0.49103653915851214,0.02161158508755676,0.5214366316795349
FULL,16,0.9986743984272897,0.000662801923741798,0.9987879395484924,0.491706478644306,0.01684414169259257,0.5127509236335754
FULL,17,0.9990060733858301,0.0008115383014488441,0.9989144802093506,0.5016495887010862,0.01850841193079383,0.5447864532470703
FULL,18,0.9990060733858301,0.0008115383014488441,0.9993427395820618,0.5072869647348247,0.014476436100118438,0.5371369123458862
FULL,19,1.0,0.0,0.999457061290741,0.4993278639913018,0.022902957297654628,0.5389773845672607
FULL,20,1.0,0.0,0.999322235584259,0.5056285899421216,0.011873015869361125,0.549498438835144
FULL,21,0.9990055242551042,0.0008119866644672036,0.9990347623825073,0.5079486672597279,0.010993007119805553,0.556837797164917
FULL,22,0.9996688741721854,0.0006622516556291202,0.9985843300819397,0.5089420447431716,0.012322742409972439,0.5398644208908081
FULL,23,0.9990055242551042,0.0008119866644672036,0.9989784955978394,0.5066148287261265,0.02220089945650999,0.5154356956481934
FULL,24,0.9990055242551042,0.0008119866644672036,0.9994102716445923,0.5119216280627766,0.01816877615729509,0.4971710741519928
FULL,25,1.0,0.0,0.9985884428024292,0.5029713463587142,0.03227531944454439,0.5207070708274841
FULL,26,1.0,0.0,0.99819415807724,0.516552447475646,0.027800100148303336,0.5227074027061462
FULL,27,1.0,0.0,0.9987757205963135,0.5069514458612018,0.015560496612380082,0.537184476852417
FULL,28,1.0,0.0,0.9980030655860901,0.5016517852239903,0.013580354645427582,0.5164405107498169
FULL,29,0.9996688741721854,0.0006622516556291202,0.9987005591392517,0.5235176216049993,0.01928734547965608,0.5479339361190796
FULL,30,1.0,0.0,0.9988824725151062,0.49933280616783626,0.022238787507410426,0.5545886158943176
FULL,31,1.0,0.0,0.9993801116943359,0.492040350125751,0.017704669183621326,0.5589321255683899
FULL,32,1.0,0.0,0.99921715259552,0.4963587141554918,0.021425586488880335,0.5608463287353516
FULL,33,1.0,0.0,0.9993823766708374,0.5056395725566428,0.022296159043004353,0.5792433023452759
FULL,34,0.9996683250414593,0.0006633499170812573,0.9994282126426697,0.49635267371750513,0.030774952715701468,0.5568497776985168
FULL,35,1.0,0.0,0.9994194507598877,0.4953581979726094,0.025294442850464772,0.5482621788978577
USER_ONLY,0,0.5453944406005294,0.0006285889611019767,0.09078013151884079,0.5443999648556336,0.00036989977225646595,0.08879254013299942
USER_ONLY,1,1.0,0.0,0.9995083212852478,0.5106081073660397,0.0108922153234597,0.42860397696495056
USER_ONLY,2,1.0,0.0,0.9996667504310608,0.5009950248756219,0.011105013609326494,0.4710569679737091
USER_ONLY,3,1.0,0.0,0.9996658563613892,0.5062897433362987,0.024762135013194474,0.48987647891044617
USER_ONLY,4,1.0,0.0,0.9996646642684937,0.5089431430046237,0.012924059597320858,0.501376748085022
USER_ONLY,5,1.0,0.0,0.9998879432678223,0.5195463081941287,0.014840427791471017,0.396704763174057
USER_ONLY,6,1.0,0.0,0.9997180104255676,0.513246131374035,0.014742635704925719,0.3628402650356293
USER_ONLY,7,1.0,0.0,0.9997060894966125,0.49601331092879974,0.024180191771312167,0.3793627917766571
USER_ONLY,8,1.0,0.0,0.999733567237854,0.49600727049081306,0.03181176414632056,0.39566901326179504
USER_ONLY,9,1.0,0.0,0.9997602105140686,0.5079459216060975,0.018479869571660677,0.4162050783634186
USER_ONLY,10,1.0,0.0,0.99947589635849,0.5086070750002747,0.025611083501145635,0.41510024666786194
USER_ONLY,11,1.0,0.0,0.9996819496154785,0.5099387170109717,0.005100946342041641,0.46608784794807434
USER_ONLY,12,1.0,0.0,0.9993802905082703,0.5072886121270029,0.010436658097116507,0.5016849637031555
USER_ONLY,13,1.0,0.0,0.9995806217193604,0.5046368598508562,0.007535152214025486,0.5064181685447693
USER_ONLY,14,1.0,0.0,0.9996045827865601,0.5033183969775845,0.013737371214519555,0.4842104911804199
USER_ONLY,15,0.9986743984272897,0.0012407212303112676,0.9986420273780823,0.5228630577795349,0.007884708402378444,0.5074344873428345
USER_ONLY,16,0.9990060733858301,0.0008115383014488441,0.9993705749511719,0.5228592138644526,0.013654616395738428,0.5133728384971619
USER_ONLY,17,0.9986743984272897,0.000662801923741798,0.9993723630905151,0.5192069454054232,0.020900814828893503,0.5473624467849731
USER_ONLY,18,0.9990060733858301,0.0013247783034067832,0.9996126890182495,0.5162317551316267,0.01973943092545079,0.5372692942619324
USER_ONLY,19,1.0,0.0,0.9996455907821655,0.5129155546769464,0.011992597293156914,0.5335951447486877
USER_ONLY,20,0.9996683250414595,0.0006633499170812574,0.9993785619735718,0.513246680504761,0.011458462792618121,0.5344030261039734
USER_ONLY,21,0.9990055242551042,0.0008119866644672036,0.9993811845779419,0.5052881288919641,0.02474494508276168,0.5312957167625427
USER_ONLY,22,0.9990055242551042,0.0008119866644672036,0.9995409846305847,0.5026369257465432,0.017279903657889104,0.5304479598999023
USER_ONLY,23,0.9990055242551042,0.0008119866644672036,0.9996219873428345,0.5112511394462567,0.02028903906710755,0.5380528569221497
USER_ONLY,24,0.9993366500829188,0.0008124344088833058,0.9994783997535706,0.5148995639902035,0.016961387924847224,0.5127431154251099
USER_ONLY,25,1.0,0.0,0.9994474649429321,0.5046198367983482,0.034538751351337486,0.5102588534355164
USER_ONLY,26,1.0,0.0,0.9992969036102295,0.5201893402743457,0.03670873801780729,0.5215859413146973
USER_ONLY,27,1.0,0.0,0.9992306232452393,0.5168797293883782,0.029808965031558176,0.5366683602333069
USER_ONLY,28,1.0,0.0,0.9993378520011902,0.5225182036835689,0.020268889583353978,0.5366219282150269
USER_ONLY,29,1.0,0.0,0.999489426612854,0.5208559849757834,0.03035118651723433,0.5380351543426514
USER_ONLY,30,1.0,0.0,0.999533474445343,0.5066153778568526,0.019871387415396766,0.5487844347953796
USER_ONLY,31,1.0,0.0,0.9996064901351929,0.5165497018220158,0.02600987520516901,0.5459356904029846
USER_ONLY,32,1.0,0.0,0.9995246529579163,0.5185424972268897,0.019910854099003436,0.5527082681655884
USER_ONLY,33,1.0,0.0,0.9994648098945618,0.5062864485519423,0.013943780008683402,0.5520187616348267
USER_ONLY,34,1.0,0.0,0.9996016025543213,0.4953549031882529,0.012144838799877817,0.537695050239563
USER_ONLY,35,1.0,0.0,0.9992703199386597,0.5132406400667743,0.01744093446363757,0.5218504071235657
NEUTRAL,0,0.5453944406005294,0.0006285889611019767,0.09078013151884079,0.5443999648556336,0.00036989977225646595,0.08879254013299942
NEUTRAL,1,0.98442665260892,0.005193941586032194,0.9735391736030579,0.5122560486749477,0.0244787518643599,0.3997288644313812
NEUTRAL,2,0.9850889042645491,0.0043194768815983465,0.9776743054389954,0.5142395088574786,0.018705660530952448,0.40851354598999023
NEUTRAL,3,0.9867445334036221,0.005927822160552044,0.977418839931488,0.5148984657287514,0.02347282064931709,0.4166125953197479
NEUTRAL,4,0.9877384600177918,0.005701830453923037,0.9776790738105774,0.5082786948260903,0.012686728612766865,0.41510358452796936
NEUTRAL,5,0.9870756592314367,0.005486560554859334,0.9752242565155029,0.49335936212974857,0.019408437850720866,0.36845389008522034
NEUTRAL,6,0.9850872568723711,0.006375627094292091,0.972326397895813,0.5016347621714825,0.029257317325394976,0.39302858710289
NEUTRAL,7,0.984092231996749,0.007081854652531785,0.971205472946167,0.5039586834041712,0.032547121479858526,0.38808101415634155
NEUTRAL,8,0.9847572293060086,0.005175531486378769,0.9723610281944275,0.49302658890975587,0.027161208165165297,0.38316836953163147
NEUTRAL,9,0.9854200300923637,0.006232121939614305,0.972136378288269,0.4993223726840411,0.024968342031995557,0.393128901720047
NEUTRAL,10,0.9857506067894523,0.006163737984594053,0.9699196219444275,0.485738525913479,0.0189032288002999,0.40271514654159546
NEUTRAL,11,0.9857511559201784,0.005795740305006618,0.972841203212738,0.4946822180488287,0.022835076199027565,0.42475560307502747
NEUTRAL,12,0.9850872568723711,0.007109807724301334,0.971940815448761,0.4983267986776932,0.02556512502457158,0.4634753167629242
NEUTRAL,13,0.9844250052167418,0.006428315670006496,0.9737375974655151,0.49633894544935364,0.023290290204365703,0.45413658022880554
NEUTRAL,14,0.9860817326172668,0.005702343685282685,0.9739173650741577,0.49898685381041813,0.031510711567168434,0.43220868706703186
NEUTRAL,15,0.9837638518225649,0.006052461866767792,0.9765768051147461,0.4999862717318485,0.021804087648022424,0.4762774109840393
NEUTRAL,16,0.9847577784367345,0.0058685391821604194,0.9760007858276367,0.5062765641988731,0.02611896113111729,0.47857674956321716
NEUTRAL,17,0.98442665260892,0.005401591872917943,0.9757699370384216,0.5042909074934379,0.02381319062591417,0.487267404794693
NEUTRAL,18,0.9850889042645493,0.007767238832277461,0.9756698608398438,0.49865957189768595,0.02185963558158466,0.4875161647796631
NEUTRAL,19,0.9840944285196533,0.005889852117963216,0.9755449295043945,0.4970022953664349,0.021444195828408674,0.47303855419158936
NEUTRAL,20,0.9840955267811055,0.006753491908708986,0.9761073589324951,0.5049526100183409,0.0236457459687914,0.4806138575077057
NEUTRAL,21,0.9840949776503795,0.006249139365379643,0.9754074215888977,0.4970039427586131,0.023873024053022204,0.47754305601119995
NEUTRAL,22,0.98442665260892,0.005400918021598966,0.9747008085250854,0.5046280737592392,0.017611363498737712,0.4755459129810333
NEUTRAL,23,0.9837638518225649,0.005868509893640835,0.9731510281562805,0.49832789693914525,0.022753590749863453,0.46257975697517395
NEUTRAL,24,0.9840949776503795,0.0061604918656474345,0.9725332856178284,0.5092654827408213,0.018333902608731967,0.4591197073459625
NEUTRAL,25,0.9840944285196533,0.004981474725400658,0.9758086800575256,0.49667556258442885,0.017977072856803,0.4734311103820801
NEUTRAL,26,0.9831005019054835,0.005963272471608387,0.975253701210022,0.4946827671795548,0.026778922499699168,0.46701717376708984
NEUTRAL,27,0.9844250052167418,0.005705409472209712,0.9742443561553955,0.5033041195787069,0.017489061773908316,0.46987470984458923
NEUTRAL,28,0.9860822817479928,0.0061624677316226145,0.9736234545707703,0.4993284131220278,0.017572507612762776,0.4654024541378021
NEUTRAL,29,0.9844272017396462,0.005085936728143847,0.9749854207038879,0.5019746740909141,0.01829109734443978,0.48004424571990967
NEUTRAL,30,0.9850883551338232,0.004446630599930768,0.9764128923416138,0.5009823948689225,0.01814824697858976,0.5027365684509277
NEUTRAL,31,0.9840949776503795,0.004979391766591782,0.9760849475860596,0.49601495832097786,0.013837951957825488,0.48734503984451294
NEUTRAL,32,0.9837633026918388,0.006054446192949377,0.9761888384819031,0.49634443675661427,0.018563143119517348,0.49415093660354614
NEUTRAL,33,0.9824387993805805,0.004978371735661622,0.976314127445221,0.4883930238432561,0.01852808079932825,0.490591824054718
NEUTRAL,34,0.9831010510362097,0.004493817730134606,0.9755275845527649,0.48938695045742586,0.01922329232255994,0.49177804589271545
NEUTRAL,35,0.9837638518225649,0.0033784763524590295,0.9728890657424927,0.4983273478084193,0.027261687858546314,0.4602830111980438
NEUTRAL_USER_ONLY,0,0.5453944406005294,0.0006285889611019767,0.09078013151884079,0.5443999648556336,0.00036989977225646595,0.08879254013299942
NEUTRAL_USER_ONLY,1,0.5407531877038647,0.003657020331255911,0.09268692880868912,0.5344563056681274,0.011043323990729048,0.09062999486923218
NEUTRAL_USER_ONLY,2,0.5410854117931315,0.002352994340445344,0.09271804243326187,0.5357813581101117,0.010306231847860954,0.0919739380478859
NEUTRAL_USER_ONLY,3,0.5404220618760502,0.0031781807863626205,0.09309232234954834,0.5347874314959419,0.010872643188195514,0.09177419543266296
NEUTRAL_USER_ONLY,4,0.5410854117931315,0.0018285776136796065,0.0922839567065239,0.5357808089793856,0.010115608246170776,0.09126144647598267
NEUTRAL_USER_ONLY,5,0.5414159884902201,0.0031585884801453093,0.09231254458427429,0.535450232282297,0.009355946725057039,0.09161019325256348
NEUTRAL_USER_ONLY,6,0.540421512745324,0.003257259060489799,0.09240692108869553,0.5351185573237565,0.010320730134414719,0.09131773561239243
NEUTRAL_USER_ONLY,7,0.5400914851789617,0.0019757311442388592,0.09309965372085571,0.5341246307095868,0.01077494462547285,0.09150809049606323
NEUTRAL_USER_ONLY,8,0.5414159884902199,0.003488490714309597,0.09243907779455185,0.5361130330686523,0.00937213226361989,0.0913328155875206
NEUTRAL_USER_ONLY,9,0.5404226110067762,0.002509772892759461,0.09249329566955566,0.5364441588964669,0.010138522030862266,0.09123726934194565
NEUTRAL_USER_ONLY,10,0.5400914851789617,0.002681947607559066,0.09281031787395477,0.5361119348072002,0.010529247763935452,0.09113311022520065
NEUTRAL_USER_ONLY,11,0.5400914851789617,0.0019757311442388592,0.09259002655744553,0.5354507814130232,0.009270640280008709,0.09113901108503342
NEUTRAL_USER_ONLY,12,0.5420787892765753,0.0029989871563504533,0.09246199578046799,0.5361124839379262,0.009688494496485373,0.09128229320049286
NEUTRAL_USER_ONLY,13,0.5404220618760501,0.002609188389644884,0.09222474694252014,0.5367747355935555,0.011162409419693512,0.09116463363170624
NEUTRAL_USER_ONLY,14,0.5417471143180345,0.0030499322645161555,0.0931435152888298,0.5371069596828221,0.009237345682346977,0.09137286245822906
NEUTRAL_USER_ONLY,15,0.539759261089695,0.002791233911303231,0.0928041860461235,0.5357819072408377,0.00995432736761877,0.0909377783536911
NEUTRAL_USER_ONLY,16,0.5407531877038647,0.0028085480889873354,0.09242816269397736,0.5354496831515712,0.010951859318310947,0.09147019684314728
NEUTRAL_USER_ONLY,17,0.5417465651873085,0.0037685352254025356,0.09275373071432114,0.5364436097657409,0.010742548745441097,0.09086728096008301
NEUTRAL_USER_ONLY,18,0.5407531877038647,0.002997396454694172,0.09259680658578873,0.5361135821993782,0.008864088523262467,0.09120505303144455
NEUTRAL_USER_ONLY,19,0.5414159884902199,0.0027899453238350172,0.09262754023075104,0.537106410552096,0.009555370984244773,0.0918140560388565
NEUTRAL_USER_ONLY,20,0.5410837644009532,0.003839820072975709,0.0925075113773346,0.5357824563715636,0.008752844502379908,0.09118454158306122
NEUTRAL_USER_ONLY,21,0.541415439359494,0.0038569532601701634,0.0928642749786377,0.5361124839379262,0.009631743480282723,0.09105396270751953
NEUTRAL_USER_ONLY,22,0.5407531877038647,0.003175605184503021,0.09277701377868652,0.5357808089793856,0.010115608246170776,0.09121766686439514
NEUTRAL_USER_ONLY,23,0.5410843135316792,0.003137702215701513,0.09269610047340393,0.5367752847242815,0.01010536033826118,0.0911930724978447
NEUTRAL_USER_ONLY,24,0.540421512745324,0.0034214294856977057,0.09236513823270798,0.5377681130769991,0.010551993012313863,0.09138656407594681
NEUTRAL_USER_ONLY,25,0.5404220618760501,0.002609188389644884,0.09238898009061813,0.5364430606350148,0.010559838832187633,0.09128984808921814
NEUTRAL_USER_ONLY,26,0.542078240145849,0.0032559315254766423,0.09241937100887299,0.534787431495942,0.010973024021423276,0.091203972697258
NEUTRAL_USER_ONLY,27,0.5407531877038648,0.0033432427048497378,0.09275848418474197,0.5357808089793856,0.010540259735778271,0.09105038642883301
NEUTRAL_USER_ONLY,28,0.5407537368345908,0.002277232607591254,0.09259605407714844,0.536444708027193,0.009262546673470916,0.0910094603896141
NEUTRAL_USER_ONLY,29,0.5420782401458493,0.0034201656739186806,0.09264674037694931,0.5357813581101116,0.009413665088699242,0.0912129208445549
